,mainshock_aferchock_horizontal1,horizontal_1_filename,dt_sequence_horizontal1,npt_sequence_horizontal1,dt_mainshock_horizontal1,npt_mainshock_horizontal1,dt_aftershock_horizontal1,npt_aftershock_horizontal1,rsn_mainshock_horizontal1,rsn_aftershock_horizontal1,mainshock_aferchock_horizontal2,horizontal_2_filename,dt_sequence_horizontal2,npt_sequence_horizontal2,dt_mainshock_horizontal2,npt_mainshock_horizontal2,dt_aftershock_horizontal2,npt_aftershock_horizontal2,rsn_mainshock_horizontal2,rsn_aftershock_horizontal2
391,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_2661.0_01.g3,1551.0_2661.0_01.g3,0.004,53500,0.004,37500,0.004,15000,1551.0,2661.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_2661.0_02.g3,1551.0_2661.0_02.g3,0.004,53500,0.004,37500,0.004,15000,1551.0,2661.0
392,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_2897.0_01.g3,1551.0_2897.0_01.g3,0.004,56000,0.004,37500,0.004,17500,1551.0,2897.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_2897.0_02.g3,1551.0_2897.0_02.g3,0.004,56000,0.004,37500,0.004,17500,1551.0,2897.0
393,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_3220.0_01.g3,1551.0_3220.0_01.g3,0.004,57750,0.004,37500,0.004,19250,1551.0,3220.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_3220.0_02.g3,1551.0_3220.0_02.g3,0.004,57750,0.004,37500,0.004,19250,1551.0,3220.0
394,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_3509.0_01.g3,1551.0_3509.0_01.g3,0.004,60000,0.004,37500,0.004,21500,1551.0,3509.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1551.0_3509.0_02.g3,1551.0_3509.0_02.g3,0.004,60000,0.004,37500,0.004,21500,1551.0,3509.0
395,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1552.0_3511.0_01.g3,1552.0_3511.0_01.g3,0.004,67500,0.004,37500,0.004,29000,1552.0,3511.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1552.0_3511.0_02.g3,1552.0_3511.0_02.g3,0.004,67500,0.004,37500,0.004,29000,1552.0,3511.0
396,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_2663.0_01.g3,1553.0_2663.0_01.g3,0.004,58500,0.004,37500,0.004,20000,1553.0,2663.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_2663.0_02.g3,1553.0_2663.0_02.g3,0.004,58500,0.004,37500,0.004,20000,1553.0,2663.0
397,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_2899.0_01.g3,1553.0_2899.0_01.g3,0.004,65000,0.004,37500,0.004,26500,1553.0,2899.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_2899.0_02.g3,1553.0_2899.0_02.g3,0.004,65000,0.004,37500,0.004,26500,1553.0,2899.0
398,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_3222.0_01.g3,1553.0_3222.0_01.g3,0.004,63500,0.004,37500,0.004,25000,1553.0,3222.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_3222.0_02.g3,1553.0_3222.0_02.g3,0.004,63500,0.004,37500,0.004,25000,1553.0,3222.0
399,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_3512.0_01.g3,1553.0_3512.0_01.g3,0.004,72500,0.004,37500,0.004,34000,1553.0,3512.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1553.0_3512.0_02.g3,1553.0_3512.0_02.g3,0.004,72500,0.004,37500,0.004,34000,1553.0,3512.0
400,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1554.0_2900.0_01.g3,1554.0_2900.0_01.g3,0.004,68000,0.004,37500,0.004,29500,1554.0,2900.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1554.0_2900.0_02.g3,1554.0_2900.0_02.g3,0.004,68000,0.004,37500,0.004,29500,1554.0,2900.0
401,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1554.0_3513.0_01.g3,1554.0_3513.0_01.g3,0.004,70750,0.004,37500,0.004,32250,1554.0,3513.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1554.0_3513.0_02.g3,1554.0_3513.0_02.g3,0.004,70750,0.004,37500,0.004,32250,1554.0,3513.0
402,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1581.0_3245.0_01.g3,1581.0_3245.0_01.g3,0.005,34199,0.005,18000,0.005,15399,1581.0,3245.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1581.0_3245.0_02.g3,1581.0_3245.0_02.g3,0.005,34199,0.005,18000,0.005,15399,1581.0,3245.0
403,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1586.0_2928.0_01.g3,1586.0_2928.0_01.g3,0.004,48500,0.004,31000,0.004,16500,1586.0,2928.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1586.0_2928.0_02.g3,1586.0_2928.0_02.g3,0.004,48500,0.004,31000,0.004,16500,1586.0,2928.0
404,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1605.0_1158.0_01.g3,1605.0_1158.0_01.g3,0.005,11414,0.005,5177,0.005,5437,1605.0,1158.0,Q:\My Drive\PhD Program\Research\Thesis\Analysis Methods\Groundmotions\Sequences\1605.0_1158.0_02.g3,1605.0_1158.0_02.g3,0.005,11414,0.005,5177,0.005,5437,1605.0,1158.0
